date,a2c,ddpg,td3,ppo,sac,mvo
2021-02-17,1952266.8967999977,2021020.9059000001,2096802.62825,2173446.8464000006,2179200.1188999997,2214129.7194659775
2021-02-18,1949670.6386499978,2010704.9059000001,2097541.12825,2171023.016400001,2171107.78765,2206604.0977648436
2021-02-22,1921638.0281499978,1995555.5059000002,2111461.52825,2189416.0323000005,2162472.8876500004,2189471.105963371
2021-02-23,1900305.9572999973,1988532.1059,2139077.22825,2219120.9722000007,2165712.3526,2189505.3483334314
2021-02-24,1917383.6847999974,2004526.9059000001,2134522.12825,2217518.8657500003,2171907.0526,2195748.860696619
2021-02-25,1920661.2471499979,2004656.7059000002,2130175.22825,2199701.310850001,2164349.7526,2189721.9773542993
2021-02-28,1913507.6978499973,2004096.5059,2151695.8282500003,2231142.000300001,2182514.3526,2203146.2788618333
2021-03-01,1926043.1629999976,1999580.5059,2128704.4282500003,2203317.268700001,2167753.5525999996,2192429.7887305627
2021-03-02,1959430.1377999978,2013080.9059000001,2108355.52825,2176112.9516000007,2160198.6525999997,2192106.817908088
2021-03-03,1950503.9574499973,2010817.8059,2088964.42825,2151547.8169,2149063.7526000002,2183896.550124743
2021-03-04,1948251.7284999976,2013313.3059,2094452.12825,2157862.136800001,1911082.7525999998,1848701.334687551
2021-03-07,1962548.9325499972,2081108.7059000004,2150719.22825,2245087.410950001,1988128.4383499997,1916359.0199597278
2021-03-08,1984961.4114999976,2126947.8059,2140221.32825,2238180.8089500004,2002026.4597999996,1930489.3131630865
2021-03-09,1987546.7958999975,2186168.2059000004,2152671.72825,2281620.5623500007,2044562.3597999997,1956988.2442823153
2021-03-10,1985848.2874999978,2260269.4058999997,2176605.42825,2322544.4754000003,2098783.8894499997,2003667.3156274115
2021-03-11,1975765.3758999975,2186544.9059,2151058.82825,2264286.4366000006,2039177.9399499998,1961562.1214561379
2021-03-14,1965954.454499998,2161253.0059,2131082.52825,2252751.22205,2020635.2390500002,1941164.0069763754
2021-03-15,1965253.1280999978,2159599.1059,2133770.72825,2254314.4629000006,2017793.5935499999,1936100.4410142489
2021-03-16,1973688.901699998,2164431.7059,2169439.82825,2307026.7341500004,2037719.0490499996,1947865.779144587
2021-03-18,1954260.4399999978,2150948.0058999998,2139731.9282500003,2255660.956700001,2008338.56345,1926434.9201953753
2021-03-21,1920988.5912999974,2100500.3059,2100182.7282499997,2197420.3631500006,1962032.3372499999,1885233.123959307
2021-03-22,1939586.1009999977,2137348.7059,2154332.02825,2284382.588,2023841.2014500003,1934520.7192941478
2021-03-23,1941677.9046999977,2108193.1059,2125999.8282500003,2237282.7835500003,1984820.5990500003,1903724.768121586
2021-03-24,1918957.9225999978,2103792.9058999997,2118699.9282500003,2226133.544400001,1980653.588,1898251.3902386355
2021-03-25,1928250.2440499978,2125831.3059,2122020.72825,2240269.2188500003,1995863.0879999998,1909322.7206365296
2021-03-28,1926453.8452999976,2126727.5059,2108416.8282500003,2220794.937650001,1988850.088,1901892.0653111807
2021-03-29,1930640.240049998,2145564.1059,2111604.62825,2232145.632400001,2003700.288,1912574.5510996887
2021-03-31,1907330.5287499977,2112944.6059,2090039.0282500002,2201081.856900001,1976477.8980999999,1887989.119120406
2021-04-01,1909621.2414499975,2110722.3059,2092460.4282499999,2207338.6019500005,1975106.3276999998,1887153.3380321017
2021-04-04,1857285.3405499982,2030037.1059,2066303.8282500003,2164592.850350001,1923370.8277,1838817.6429039864
2021-04-05,1887110.6096499974,2052192.5059,2083839.9282499999,2189651.0562500004,1941399.8277,1859210.054535944
2021-04-06,1905707.3615499977,2084360.8059000003,2096150.62825,2197064.085150001,1960152.6277,1880286.4212730941
2021-04-07,1918877.4956499974,2128598.2059000004,2121164.22825,2230560.5947000007,1995939.7277,1908786.0125111723
2021-04-08,1901449.3832499976,2111879.8058999996,2105248.62825,2211859.20785,1983511.7277,1893882.9162180251
2021-04-11,1874552.6173499976,2055994.8059,2065752.5282500002,2170709.613300001,1940986.0216,1850960.2091954371
2021-04-12,1879130.5464499975,2053884.0059,2063211.62825,2168854.6310500014,1937880.61555,1850357.2357797883
2021-04-13,1901576.7790499977,2073634.1059,2091486.52825,2207209.9594500004,1959139.9155499998,1870418.7481462604
2021-04-15,1912574.9072499976,2076037.3059,2096641.42825,2213834.1052000006,1959796.4639,1872936.502662579
2021-04-18,1911591.0110499982,2064035.0059000002,2090286.62825,2204687.2706000004,1945963.7639,1858577.9392013103
2021-04-19,1921442.8097499977,2065646.5059000005,2090518.62825,2206417.563800001,1945309.4639,1859020.0287108412
2021-04-20,1952694.9237499977,2085001.6058999998,2097331.02825,2211983.3673500004,1954496.97015,1870702.9907070661
2021-04-21,1958796.6929999979,2087852.2059000002,2095141.0282500002,2200665.485150001,1951311.9449999998,1872176.7151471279
2021-04-22,1958238.7929999975,2094423.1059,2092262.32825,2196681.6913,1952908.7592499997,1871621.5391295957
2021-04-25,1983270.7929999975,2114881.8059,2117092.12825,2227229.8324500006,1972199.97985,1891753.083384246
2021-04-26,1975959.7929999975,2119357.9058999997,2106844.52825,2207501.191400001,1966815.9822,1890557.5446534716
2021-04-27,1956504.4929999975,2104545.5058999998,2113585.12825,2215106.7191000003,1963062.8241499998,1887738.9653766262
2021-04-28,1967735.1929999979,2106098.6059,2136873.8282500003,2251271.290000001,1975186.0191499998,1898709.439655452
2021-04-29,1964434.9929999975,2105277.4058999997,2119875.32825,2223310.91325,1964253.4755499999,1896322.6218755331
2021-05-02,1953254.9929999975,2104983.7058999995,2068720.82825,2155415.9230500003,1945721.4420499997,1875893.407874143
2021-05-03,1942503.9929999977,2092741.4059000001,2056473.12825,2138135.972300001,1935780.54885,1864726.8707834543
2021-05-04,1939961.8929999978,2112201.0059,2032959.02825,2099286.249950001,1936118.5488500001,1862961.9709868834
2021-05-05,1939302.1929999976,2115768.7059,2013959.32825,2064669.6811500005,1926600.34245,1856885.4442758504
2021-05-06,1945561.1929999976,2135943.1059,2041140.72825,2113254.0343500003,1952451.1424499997,1879779.369438054
2021-05-09,1960484.2929999975,2153958.7059,2045711.2282500002,2124700.7609500005,1970529.9424500002,1898566.1112222148
2021-05-11,1967469.4929999977,2184996.3058999996,2061136.22825,2140143.1760000004,1994152.64245,1922906.0261241107
2021-05-12,1969538.1929999976,2173643.6059,2074911.42825,2157360.2228000006,1988566.13585,1918026.6514017757
2021-05-16,1976291.7929999977,2157209.8059,2068984.32825,2145552.9800000004,1973074.13585,1905073.7518785382
2021-05-17,1979499.992999998,2160566.0058999998,2071147.62825,2151877.8614500007,1985085.1291999999,1911273.288874051
2021-05-18,1974351.5929999978,2156251.8059,2075742.8282500003,2162610.45165,1981650.5291999998,1915988.1038509505
2021-05-19,1961427.8929999976,2148078.9058999997,2074502.82825,2157574.1516500004,1974291.1291999999,1906456.7160137673
2021-05-20,1952138.8929999978,2132502.4058999997,2063371.9282499999,2146518.6516500004,1968259.9292,1896715.337453553
2021-05-23,1941160.6929999974,2131014.6059,2055496.7282500002,2136901.651650001,1965934.0292,1891059.5957330158
2021-05-24,1947370.2929999975,2149244.4059,2054888.7282500002,2129048.3516500005,1975954.1291999999,1902675.043252943
2021-05-25,1946925.6929999976,2153120.8059,2061957.52825,2135541.989100001,1982131.3292,1905835.5478211076
2021-05-27,1956656.8929999978,2157935.2059,2067090.3282500003,2136942.9261000007,1980197.3291999998,1907575.0282536745
2021-05-30,1951547.8929999974,2144254.8059,2037955.32825,2081229.9261000005,1948866.5291999998,1886438.6443417035
2021-05-31,1950817.4929999975,2153510.1059,2034461.82825,2071242.5261000004,1947945.4292,1885993.0626603728
2021-06-01,1956205.1929999976,2180894.9058999997,2038994.62825,2074251.8261000002,1964040.7292,1900143.3070591264
2021-06-02,1952404.3929999978,2188157.0058999998,2035436.92825,2067519.4261000007,1967962.8292,1903746.3497342886
2021-06-03,1953994.2929999977,2178753.0058999998,2029842.12825,2064473.8261000006,1966601.8292,1896097.5603644403
2021-06-06,1966493.3929999976,2180670.5058999998,2019619.52825,2062161.5652500007,1951329.6291999996,1893810.4645144106
2021-06-07,1965595.0929999975,2167217.2058999995,2016490.9282499999,2075928.3991000007,1939936.92525,1887146.0258148336
2021-06-08,1959862.6929999976,2179719.3059,2016254.4282499999,2081696.6367000006,1944285.32525,1888284.74735296
2021-06-09,1956072.4929999977,2166428.8059,2021052.52825,2081176.9751500005,1941561.72525,1882996.776049368
2021-06-10,1956803.8929999974,2153949.3058999996,2011385.6282499998,2072805.2159500008,1922514.0252499997,1875109.5748115785
2021-06-13,1950445.0929999975,2142000.7059,2006668.4282499999,2077861.8480500004,1912493.8252499998,1870287.1036477322
2021-06-14,1941085.8929999974,2139743.1059,2010583.3282499998,2079559.2843500008,1911514.6252499998,1864350.123084202
2021-06-15,1939048.9929999977,2153656.2059,2017798.8282500003,2091895.0222000007,1929181.5213000001,1875399.0185756627
2021-06-16,1945262.0929999975,2153758.4058999997,2021655.8282499998,2099076.7997500007,1932027.3212999997,1880828.3862489848
2021-06-17,1959260.2929999975,2156786.8059,2032719.52825,2113442.5714500006,1938730.4213000003,1886107.406166839
2021-06-20,1968912.4929999975,2170675.2059,2044898.6282499998,2128804.0427500005,1949132.71455,1897637.771187046
2021-06-21,1975481.8929999976,2172875.2058999995,2050395.92825,2137523.9202000005,1955332.41455,1910238.4676532042
2021-06-22,1968382.5929999973,2170666.8058999996,2048841.52825,2139700.2202000003,1958032.11455,1908863.2291965708
2021-06-23,1960196.4929999975,2154298.2058999995,2037214.42825,2127055.4202000005,1937004.4145499999,1892553.8984430598
2021-06-24,1960165.6929999976,2155618.2059,2042363.9282499999,2126368.7202000003,1937382.7145500001,1891739.2656257143
2021-06-27,1943105.2929999977,2149164.1059,2034837.42825,2117832.820200001,1931017.7145500001,1888120.463289523
2021-06-28,1953524.9929999977,2155742.6059,2050718.32825,2140620.1202000007,1940643.7145500001,1895936.1463128985
2021-06-29,1957385.5929999975,2152617.2059,2047638.4282499999,2141719.4202000005,1935837.41455,1892125.6993579832
2021-06-30,1964182.5929999978,2167339.3058999996,2058114.8282500003,2138895.913950001,1939954.61455,1901105.9019806432
2021-07-05,1971658.6929999979,2155191.1059,2048649.12825,2136590.7139500007,1940968.81455,1901297.7640505903
2021-07-06,1971087.6929999976,2159955.9059,2045976.92825,2141843.1139500006,1939397.3145500002,1900184.7681037264
2021-07-07,1978735.8929999976,2169265.1059,2057694.82825,2155414.613950001,1946610.4145499999,1909952.4266606094
2021-07-08,1996781.8929999976,2183050.3058999996,2068788.2282499997,2173565.7139500002,1962340.6145499998,1928366.0336272658
2021-07-12,2010463.7929999975,2238283.9058999997,2077947.4282499999,2186081.413950001,2015047.31455,1966146.85252214
2021-07-13,2023462.5929999973,2237168.6059,2086864.12825,2194044.6139500015,2014581.3145500002,1966078.34192017
2021-07-14,2020323.9929999977,2222501.4058999997,2080270.32825,2193627.213950001,1999639.2145500004,1956177.015362522
2021-07-15,2021718.9929999977,2243050.0059,2088084.12825,2199530.113950001,2013576.31455,1972275.1905234153
2021-07-18,2064768.8929999976,2285901.2059,2103503.22825,2208110.813950001,2030546.71455,1997784.2933917362
2021-07-19,2060209.3929999978,2257944.4058999997,2108592.6282499996,2220360.5139500005,2024729.21455,1989397.2506539042
2021-07-25,2057530.1929999976,2209024.4058999997,2110482.4282500003,2214346.1139500006,1988243.5145500002,1971915.414284332
2021-07-26,2044452.5929999975,2202673.2059,2109324.62825,2221191.1139500006,1982656.81455,1965976.0480351527
2021-07-27,2039936.3929999974,2213526.2059,2121303.42825,2224038.313950001,1978866.11455,1971948.6885238998
2021-07-28,2037704.2929999975,2216868.9059,2114333.82825,2217949.2905000006,1978218.5145500002,1971735.5519118872
2021-07-29,2037954.7929999975,2215467.4058999997,2115582.2282499997,2227387.8905000007,1979755.0145500002,1972724.3050708561
2021-08-02,2042577.9929999975,2220082.7059,2118610.02825,2223699.4905000012,1978640.11455,1980129.9152727728
2021-08-03,2071025.5929999975,2230995.5059,2122448.9282500003,2224684.9905000003,1979230.8145500002,1982102.679979118
2021-08-05,2100014.6929999976,2242561.1058999994,2122024.52825,2225409.6905000005,1979157.01455,1983100.1181615575
2021-08-09,2115776.2929999977,2251385.4059,2119229.32825,2213616.590500001,1979514.11455,1987279.464433664
2021-08-10,2109240.8929999974,2263536.1059,2129469.7282499997,2223457.490500001,1993649.3145500002,2002745.6276011616
2021-08-11,2108493.992999998,2255921.8058999996,2129149.52825,2224660.3905000007,1990793.7145500001,1998097.3171271656
2021-08-12,2125902.592999998,2265589.2059,2126774.9282500003,2220137.590500001,1996392.2145500001,2004084.9366198261
2021-08-16,2144407.2929999977,2270130.0059,2130940.72825,2222919.8146,1996017.5145500002,2008127.4389649867
2021-08-17,2127789.592999998,2253838.3059,2133019.72825,2217090.7146000005,1984966.31455,2000292.7742919456
2021-08-18,2131612.2929999977,2249132.1059,2130372.72825,2217227.714600001,1983291.9145499999,2008101.0276507675
2021-08-19,2119086.292999998,2239206.2059000004,2124625.9282500003,2212241.3146000006,1981614.6145500005,2004882.8620945457
2021-08-22,2128963.2929999973,2242643.1059,2141993.2282499997,2231438.3146000006,1997071.71455,2012670.2010622718
2021-08-23,2148211.2929999977,2264682.5058999993,2149191.62825,2231638.7146000005,2007103.81455,2022669.1792314898
2021-08-24,2169598.892999998,2270315.5058999998,2163024.32825,2241474.5146000003,2023753.0145500002,2034696.8175189327
2021-08-25,2168482.6929999976,2267838.5058999998,2151978.82825,2233382.3146000006,2013474.41455,2022123.925473263
2021-08-26,2162692.592999998,2259742.6059,2150998.72825,2236115.714600001,2009119.61455,2015004.9271666028
2021-08-29,2154144.992999998,2260606.6059,2162742.82825,2238556.014600001,2025827.5145500002,2020185.1486431295
2021-08-31,2141809.592999998,2261936.0058999998,2160022.42825,2240189.7304500006,2031890.91455,2023247.060837149
2021-09-01,2149430.292999998,2255516.4059,2149546.12825,2225669.4493500013,2021857.7145500001,2017599.2511516376
2021-09-02,2177491.5929999975,2276151.0059,2156076.62825,2219409.468250001,2028662.5145500004,2024364.7576826746
2021-09-05,2210049.0929999975,2304876.2059,2214801.62825,2273390.6827000007,2092141.71455,2069413.5627180932
2021-09-06,2216364.992999998,2334807.3059,2260579.12825,2291488.1827000007,2140067.61455,2102829.238594997
2021-09-07,2237175.892999998,2368411.4058999997,2315059.4282500003,2327287.1827000007,2201188.11455,2157301.6154813785
2021-09-08,2267748.792999998,2369750.2059,2335295.02825,2328916.382700001,2239943.614550001,2180671.028209831
2021-09-09,2306995.2929999977,2401188.2059,2346587.02825,2328594.6827000002,2230416.71455,2203974.1870416673
2021-09-12,2313032.7929999977,2474182.5059,2418279.32825,2420687.282700001,2275640.5145500004,2269092.2739112712
2021-09-13,2311182.892999998,2443553.4058999997,2488655.32825,2517118.382700001,2235745.91455,2284892.9694085508
2021-09-14,2278152.692999998,2386684.9059,2413281.72825,2464258.0563500007,2196554.61455,2223757.950477058
2021-09-15,2305418.392999998,2402830.4059,2435804.82825,2504105.5304000014,2211843.9145500003,2241569.9698041305
2021-09-16,2311488.192999998,2432223.5058999998,2438394.12825,2443493.1045500007,2236918.1062499997,2250135.131539705
2021-09-19,2292732.992999998,2457315.1059,2405305.82825,2360769.804550001,2214251.4062500005,2238937.6637341357
2021-09-20,2279498.492999998,2440732.4059,2383806.72825,2357076.6045500007,2192496.30625,2228416.689544858
2021-09-21,2312740.9929999984,2434147.5058999998,2378753.12825,2372097.804550001,2206051.8976499997,2224780.706044361
2021-09-22,2307221.0929999975,2423212.5058999998,2376393.02825,2383356.1045500007,2202307.69765,2215386.40096204
2021-09-23,2309904.592999998,2417991.5058999998,2391558.72825,2408876.6045500007,2213032.99765,2218766.4108630936
2021-09-26,2285709.092999998,2393800.6059,2395801.02825,2418621.004550001,2212049.99765,2209204.9609586806
2021-09-27,2288727.892999998,2391517.3058999996,2394332.02825,2422161.6045500007,2215334.88925,2208112.1991120297
2021-09-28,2278772.292999998,2379470.3059,2391769.52825,2426495.004550001,2205253.1892500003,2201560.23909875
2021-09-29,2278751.2929999977,2376011.3059,2385677.82825,2420168.0246000006,2200568.8892499995,2193759.852290448
2021-09-30,2294233.492999998,2384806.5059,2384964.12825,2409111.5246000006,2194215.1892500003,2199395.6110139727
2021-10-03,2298185.2929999977,2413037.9058999997,2396134.02825,2418439.7407000004,2203804.18925,2225355.707813359
2021-10-04,2298309.992999998,2427774.5058999998,2398550.52825,2408463.8698000005,2215945.38115,2242273.814435832
2021-10-05,2291881.7929999977,2424602.5058999998,2389463.12825,2400138.7051000004,2209057.48115,2233250.6496730433
2021-10-06,2313581.592999998,2428524.9058999997,2366254.62825,2370883.1398000005,2190662.1811500005,2215284.2290716004
2021-10-07,2301880.692999998,2435210.4059,2370107.1282499996,2361847.6681500007,2189774.6811499996,2208707.214411686
2021-10-10,2299545.1929999976,2444499.6059,2394040.72825,2390616.0956000006,2204418.68115,2225341.97591673
2021-10-11,2281961.692999998,2431847.3059,2389676.12825,2401566.321100001,2205243.58115,2222000.868139237
2021-10-12,2267908.892999998,2401607.0058999998,2388443.32825,2411456.2379500004,2203641.48115,2209583.3143878975
2021-10-13,2248889.192999998,2391928.8058999996,2383542.32825,2393959.3548000003,2197922.7811499997,2202705.984070707
2021-10-14,2241237.692999998,2386799.5058999998,2384905.82825,2401683.569900001,2197760.2811499997,2192681.9649604964
2021-10-17,2231633.7929999977,2368695.1059,2368897.22825,2386880.587800001,2199370.2811500006,2196758.760645535
2021-10-18,2197314.892999998,2335256.0058999998,2348557.22825,2376478.00925,2183034.18115,2166287.5652262494
2021-10-19,2173000.2929999977,2329065.2058999995,2343631.72825,2375466.9302000003,2181331.68115,2155693.405149186
2021-10-21,2191522.792999998,2320836.5059,2335872.52825,2378074.053750001,2170599.4811500004,2149149.6799806384
2021-10-24,2157598.8929999974,2284559.3059,2317667.7282499997,2368266.97975,2182076.88115,2121664.680636575
2021-10-25,2126783.9929999975,2250434.6059,2292737.92825,2362640.4366000006,2163656.38115,2093042.8160066213
2021-10-26,2139645.1929999976,2276494.4058999997,2310658.42825,2371962.5640500006,2168556.2811499997,2115414.3561125584
2021-10-27,2139441.292999998,2279209.9059,2315337.52825,2370991.6950000003,2169552.8811500003,2111525.5321175084
2021-10-28,2136079.992999998,2277508.9059,2333367.82825,2401785.3186000003,2177293.58115,2118075.913981691
2021-10-31,2141266.6929999976,2270286.7059,2370338.22825,2482647.44595,2177688.1811499996,2125398.631713701
2021-11-01,2159050.892999998,2272242.9059,2365163.4282500003,2469834.7739000013,2179236.2730000005,2128648.744642481
2021-11-02,2156811.892999998,2262635.4058999997,2348944.6282499996,2449216.5000500004,2163296.273,2111897.096614859
2021-11-03,2145132.4929999975,2253334.4058999997,2361778.42825,2469582.125750001,2156986.173,2106762.6427615704
2021-11-04,2142444.6929999976,2244193.9058999997,2366627.92825,2483552.8556500003,2157447.273,2107747.775843761
2021-11-07,2131378.392999998,2237391.2058999995,2363802.52825,2490020.8834500005,2165831.3730000006,2105473.5195292984
2021-11-08,2114164.092999998,2221571.3059,2368359.62825,2507684.4114,2163977.0730000003,2096483.6377300448
2021-11-09,2132426.092999998,2227627.6059,2368687.52825,2505715.343750001,2161596.573,2094902.9997256955
2021-11-10,2151952.892999998,2244524.8058999996,2371681.7282499997,2507028.2726000007,2167449.873,2107873.085170973
2021-11-11,2150466.5929999975,2244627.3059,2355428.7282499997,2476292.9030000004,2158757.273,2095737.888249467
2021-11-14,2138839.192999998,2237279.3059,2339802.72825,2464515.930050001,2148159.173,2082017.1975841294
2021-11-15,2134861.9929999975,2240233.1059,2317893.52825,2424964.66215,2137946.273,2076279.5906859667
2021-11-16,2158097.092999998,2247131.3059,2305250.12825,2398245.4909000006,2131921.273,2070268.04231238
2021-11-17,2162839.1929999976,2252240.1059,2316585.02825,2418150.990900001,2136040.0730000003,2077270.432377201
2021-11-18,2153535.2929999977,2268133.6058999994,2313649.72825,2406043.01725,2139889.773,2085799.571168221
2021-11-21,2156167.392999998,2243562.3058999996,2322652.3282500003,2409496.2402500007,2152322.773,2080259.4748741512
2021-11-22,2153235.7929999977,2250216.7058999995,2340305.9282500003,2437758.2656,2168369.9729999998,2088700.2698195372
2021-11-23,2155559.492999998,2250681.2059,2340157.82825,2459132.2921500006,2165297.9729999998,2087515.6162955184
2021-11-24,2136900.592999998,2243273.0058999998,2328672.52825,2442710.218700001,2164402.773,2080641.2820600267
2021-11-25,2122058.7929999977,2232891.8059,2318192.72825,2433171.1503500002,2160254.473,2072759.7154270592
