,date,account_value
180,2021-09-24,2950124.6745781424
181,2021-09-27,2903811.767863924
182,2021-09-28,2856798.62584059
183,2021-09-29,2842410.7495175344
184,2021-09-30,2824026.6851424123
185,2021-10-01,2811774.9433741933
186,2021-10-04,2855127.5078697377
187,2021-10-05,2885154.3167691748
188,2021-10-06,2827509.532419886
189,2021-10-07,2926148.678898127
190,2021-10-08,2959273.416653834
191,2021-10-11,2919920.5454431404
192,2021-10-12,2931775.496082209
193,2021-10-13,2985533.214589472
194,2021-10-14,3035214.9989215643
195,2021-10-18,3101027.5849981103
196,2021-10-19,3136050.630750704
197,2021-10-20,3107441.786652632
198,2021-10-21,3073159.2369923615
199,2021-10-22,3057849.634777308
200,2021-10-25,3052629.5687955725
201,2021-10-26,3127063.5834251046
202,2021-10-27,3128569.5138416807
203,2021-10-28,3051418.568417151
204,2021-10-29,2982129.484779589
205,2021-11-01,3047556.5980913565
206,2021-11-02,3038191.5019609854
207,2021-11-03,3044501.9537584707
208,2021-11-04,3059342.3090288565
209,2021-11-08,3148313.2547686026
210,2021-11-09,3152375.9041750357
211,2021-11-10,3155747.8843843862
212,2021-11-11,3118385.0877687857
213,2021-11-12,3203634.1451799795
214,2021-11-15,3194242.8425218984
215,2021-11-16,3202475.0438082144
216,2021-11-17,3207473.4760744497
217,2021-11-18,3139015.6010897085
218,2021-11-22,3072168.6890337393
219,2021-11-23,3101955.3344042227
220,2021-11-24,3071623.499115221
221,2021-11-25,3114446.054168932
222,2021-11-26,3018061.512161486
223,2021-11-29,3037851.9754717276
224,2021-11-30,3048551.049858324
225,2021-12-01,3107968.074531786
226,2021-12-02,3168340.941177599
227,2021-12-03,3113464.4991891044
228,2021-12-06,3043337.9711358817
229,2021-12-07,3097208.9311822685
230,2021-12-08,3149515.6782373223
231,2021-12-09,3159705.865477923
232,2021-12-10,3142693.4271005425
233,2021-12-13,3175026.743560198
234,2021-12-14,3177366.100051287
235,2021-12-15,3164337.4508050713
236,2021-12-16,3185937.4124826225
237,2021-12-17,3139861.857627276
238,2021-12-20,3058032.494750384
239,2021-12-21,3120778.5883935723
240,2021-12-22,3171645.861693743
241,2021-12-23,3207597.8663018974
242,2021-12-24,3246946.239570025
243,2021-12-27,3316321.514670733
244,2021-12-28,3361670.2177118096
245,2021-12-29,3342693.3351892265
246,2021-12-30,3357372.391295794
247,2021-12-31,3379674.4614099297
248,2022-01-03,3383404.2308954033
249,2022-01-04,3411800.9856790337
250,2022-01-05,3357000.332236651
251,2022-01-06,3305961.581641558
252,2022-01-07,3315532.3190072807
253,2022-01-10,3360306.1050485405
254,2022-01-11,3387788.7169793877
255,2022-01-12,3383333.159652117
256,2022-01-13,3383968.872130755
257,2022-01-14,3400246.5777276787
258,2022-01-17,3390863.0920709404
259,2022-01-18,3310436.072509173
260,2022-01-19,3319209.35014284
261,2022-01-20,3303368.541259173
262,2022-01-21,3206493.028655413
263,2022-01-24,3054807.3612970146
264,2022-01-25,3042316.3419030937
265,2022-01-27,2957744.946120623
266,2022-01-28,2922230.08212221
267,2022-01-31,3017078.1732934746
268,2022-02-01,3080714.4283746514
269,2022-02-02,3068550.5538171562
270,2022-02-03,3029925.7940515312
271,2022-02-04,3025000.202910784
272,2022-02-07,2992961.5353540215
273,2022-02-08,2995227.5034326348
274,2022-02-09,3040764.3914788994
275,2022-02-10,3061308.651641253
276,2022-02-11,2994925.4133905205
277,2022-02-14,2917964.2678521904
278,2022-02-15,3023867.704818133
279,2022-02-16,3023352.24479616
280,2022-02-17,3032475.2396386894
281,2022-02-18,3019192.145064715
282,2022-02-21,2976099.5456994805
283,2022-02-22,2963317.1923822197
284,2022-02-23,2974016.540603045
285,2022-02-24,2829846.773047808
286,2022-02-25,2924402.93998659
287,2022-02-28,2991744.457335833
288,2022-03-02,2993732.867797259
289,2022-03-03,3021083.364455584
290,2022-03-04,2997779.191863421
291,2022-03-07,2943688.580901507
292,2022-03-08,2976893.1625055107
293,2022-03-09,3058637.6345361504
294,2022-03-10,3063622.2542566094
295,2022-03-11,3071868.1336053642
296,2022-03-14,3106466.7714074883
297,2022-03-15,3045247.230849627
298,2022-03-16,3101884.5838159355
299,2022-03-17,3153911.248626116
300,2022-03-21,3136606.6745294365
301,2022-03-22,3214425.562651995
302,2022-03-23,3215294.5563958916
303,2022-03-24,3235433.683898333
304,2022-03-25,3172218.760085467
305,2022-03-28,3177485.751311663
306,2022-03-29,3177862.6325677666
307,2022-03-30,3149365.11576784
308,2022-03-31,3145722.177672747
309,2022-04-01,3136940.691420916
310,2022-04-04,3159942.820250872
311,2022-04-05,3160231.6131738457
312,2022-04-06,3127785.373000506
313,2022-04-07,3101473.2535852226
314,2022-04-08,3107776.5061334404
315,2022-04-11,3096196.657500628
316,2022-04-12,3040494.3135675224
317,2022-04-13,3031345.476012591
318,2022-04-18,2966523.1187433037
319,2022-04-19,2909256.4122461113
320,2022-04-20,2935507.25979555
321,2022-04-21,2963842.382689837
322,2022-04-22,2942500.5132898125
323,2022-04-25,2871152.454802874
324,2022-04-26,2922242.2520898613
325,2022-04-27,2885546.9114526543
326,2022-04-28,2913350.7902520928
327,2022-04-29,2874826.1547693047
328,2022-05-02,2825973.7919839653
329,2022-05-04,2754215.3506158623
330,2022-05-05,2797030.176146868
331,2022-05-06,2803683.4653314385
332,2022-05-09,2749490.599334124
333,2022-05-10,2698922.247130755
334,2022-05-11,2667394.0757135185
335,2022-05-12,2616164.6785369744
336,2022-05-13,2616260.7480231803
337,2022-05-16,2610309.4322379325
338,2022-05-17,2674512.070305155
339,2022-05-18,2642843.1745020547
340,2022-05-19,2541160.4277252713
341,2022-05-20,2606574.9615692655
342,2022-05-23,2613662.260137991
343,2022-05-24,2556792.278608755
344,2022-05-25,2497776.7795242826
345,2022-05-26,2523599.042700247
346,2022-05-27,2577819.869436697
347,2022-05-30,2673501.0958542386
348,2022-05-31,2678999.8929581204
349,2022-06-01,2633574.028852896
350,2022-06-02,2652276.1868805448
351,2022-06-03,2654439.2626251737
352,2022-06-06,2649730.549566702
353,2022-06-07,2604312.004492239
354,2022-06-08,2593816.872564749
355,2022-06-09,2623921.5082916776
356,2022-06-10,2577927.9763397733
357,2022-06-13,2478766.6119446317
358,2022-06-14,2458724.8493561307
359,2022-06-15,2445410.943754629
360,2022-06-16,2363261.5098785916
361,2022-06-17,2319908.4773850003
362,2022-06-20,2329555.746694998
363,2022-06-21,2401751.965277151
364,2022-06-22,2344636.3820938626
365,2022-06-23,2359505.430021719
366,2022-06-24,2359447.4345764676
367,2022-06-27,2394943.345999197
368,2022-06-28,2401996.0109543363
369,2022-06-29,2401452.846151785
370,2022-06-30,2378795.8749908963
371,2022-07-01,2376709.730070547
372,2022-07-04,2374283.6350159207
373,2022-07-05,2375439.1934265653
374,2022-07-06,2396336.4425568143
375,2022-07-07,2446932.755148367
376,2022-07-08,2468049.98898168
377,2022-07-11,2457335.8683075467
378,2022-07-12,2432330.171972708
379,2022-07-13,2413423.023863272
380,2022-07-14,2405477.721540884
381,2022-07-15,2426316.6043839017
382,2022-07-18,2489437.641310171
383,2022-07-19,2494479.199728445
384,2022-07-20,2552483.2235016385
385,2022-07-21,2584426.3077759305
386,2022-07-22,2593157.173925833
387,2022-07-25,2578905.440580801
388,2022-07-26,2546064.6187271634
389,2022-07-27,2563641.0853180448
390,2022-07-28,2611541.245924429
391,2022-07-29,2643355.0900482694
392,2022-08-01,2669270.4677185575
393,2022-08-02,2651432.027891592
394,2022-08-03,2684366.6981339017
395,2022-08-04,2688567.2591843167
396,2022-08-05,2686869.1940063993
397,2022-08-08,2705343.5647949735
398,2022-08-10,2712023.4265121976
399,2022-08-11,2747121.645674185
400,2022-08-12,2741328.787344412
401,2022-08-16,2768191.162497
402,2022-08-17,2805653.420660452
403,2022-08-18,2816945.4074005643
404,2022-08-19,2799129.679922537
405,2022-08-22,2750131.9162201444
406,2022-08-23,2758561.780577139
407,2022-08-24,2766463.132467703
408,2022-08-25,2761365.1783890286
409,2022-08-26,2802295.570494131
410,2022-08-29,2738205.206861929
411,2022-08-30,2819305.210296553
412,2022-09-01,2785473.8329098267
413,2022-09-02,2792715.2960811523
414,2022-09-05,2818152.7857870236
415,2022-09-06,2826077.9019130003
416,2022-09-07,2818953.716558478
417,2022-09-08,2854035.322706244
418,2022-09-09,2887116.1539745545
419,2022-09-12,2935867.8980617737
420,2022-09-13,2957572.557104132
421,2022-09-14,2914060.3532314515
422,2022-09-15,2869776.373525641
423,2022-09-16,2783317.6893978333
424,2022-09-19,2796860.6696377015
425,2022-09-20,2841561.928640387
426,2022-09-21,2824221.8220806336
427,2022-09-22,2830946.770109198
428,2022-09-23,2784081.283872626
429,2022-09-26,2753907.719961188
430,2022-09-27,2727753.4079342103
431,2022-09-28,2715776.5631847596
432,2022-09-29,2675550.9355678773
433,2022-09-30,2710261.4340038514
434,2022-10-03,2671631.4735546326
435,2022-10-04,2721799.3510112977
436,2022-10-06,2741769.8660183167
437,2022-10-07,2769257.763708136
438,2022-10-10,2753738.219167731
439,2022-10-11,2700570.047544501
440,2022-10-12,2716268.1451015687
441,2022-10-13,2704692.4155941224
442,2022-10-14,2718333.42053797
443,2022-10-17,2723626.148283026
444,2022-10-18,2739687.4015407776
445,2022-10-19,2743060.5657177186
446,2022-10-20,2773295.5786571717
447,2022-10-21,2772049.943899176
448,2022-10-24,2790508.051160834
449,2022-10-25,2825477.1351223206
450,2022-10-27,2834851.611150763
451,2022-10-28,2819239.5678081727
452,2022-10-31,2851982.256917975
453,2022-11-01,2874042.4350872254
454,2022-11-02,2883325.2280407166
455,2022-11-03,2857539.5289592957
456,2022-11-04,2885361.401586554
457,2022-11-07,2890463.997640631
458,2022-11-09,2873313.2497005677
459,2022-11-10,2836427.7708950257
460,2022-11-11,2898531.967512152
461,2022-11-14,2903600.770048163
462,2022-11-15,2913587.558805487
463,2022-11-16,2900054.6509151673
464,2022-11-17,2879534.4954967713
465,2022-11-18,2876407.286405585
466,2022-11-21,2846802.735090277
467,2022-11-22,2870831.0557384705
468,2022-11-23,2853397.195447943
469,2022-11-24,2893628.4930095887
470,2022-11-25,2907095.8893718934
471,2022-11-28,2909761.336668036
472,2022-11-29,2912998.04894068
473,2022-11-30,2936685.46325495
474,2022-12-01,2966516.579320929
475,2022-12-02,2973797.1080684876
476,2022-12-05,2957758.1880321717
477,2022-12-06,2949381.1879711365
478,2022-12-07,2927196.93250849
479,2022-12-08,2927121.3272762513
480,2022-12-09,2880336.7111797547
481,2022-12-12,2872065.7213039612
482,2022-12-13,2890368.171102545
483,2022-12-14,2920722.621732733
484,2022-12-15,2843398.1222591614
485,2022-12-16,2822949.6276912903
486,2022-12-19,2852148.0047283387
487,2022-12-20,2843535.879812262
488,2022-12-21,2823779.183652899
489,2022-12-22,2802296.4168758607
490,2022-12-23,2742487.1582851624
491,2022-12-26,2763862.8652553773
492,2022-12-27,2796716.239049933
493,2022-12-28,2824083.127759955
494,2022-12-29,2815189.4159221863
495,2022-12-30,2831219.25446131
496,2023-11-01,3262579.564870856
497,2023-11-02,3268526.51164057
498,2023-11-03,3310905.1453304505
499,2023-11-06,3333935.7161312317
500,2023-11-07,3339750.3305492615
501,2023-11-08,3346631.4809398865
502,2023-11-09,3316143.9140835023
503,2023-11-10,3330272.348814032
504,2023-11-13,3323957.994817755
505,2023-11-15,3403004.656011603
506,2023-11-16,3453281.2388668275
507,2023-11-17,3449644.7833080506
508,2023-11-20,3456071.7081356263
509,2023-11-21,3466600.671949408
510,2023-11-22,3490690.6974086976
511,2023-11-23,3477890.9867992615
512,2023-11-24,3463080.0244884705
513,2023-11-28,3495257.8313808655
514,2023-11-29,3519652.8530407166
515,2023-11-30,3530795.0566463685
516,2023-12-01,3543594.6156902527
517,2023-12-04,3579199.464918158
518,2023-12-05,3621840.030378363
519,2023-12-06,3635488.8423595643
520,2023-12-07,3636398.3599071717
521,2023-12-08,3645163.7780895447
522,2023-12-11,3661965.4930401063
523,2023-12-12,3630628.6269817566
524,2023-12-13,3634730.2729168152
525,2023-12-14,3703256.7443981385
526,2023-12-15,3781916.4646435
527,2023-12-18,3771331.465513251
528,2023-12-19,3758654.9811535096
529,2023-12-20,3663673.466871283
530,2023-12-21,3694181.8985576844
531,2023-12-22,3739567.1503429627
532,2023-12-26,3771817.472227118
533,2023-12-27,3791421.897367499
534,2023-12-28,3808856.579587958
535,2023-12-29,3783325.351560614
536,2024-01-01,3809765.8820629334
537,2024-01-02,3795721.301496527
538,2024-01-03,3745993.322614691
539,2024-01-04,3764014.9003429627
540,2024-01-05,3770812.298536322
541,2024-01-08,3731800.523450873
542,2024-01-09,3745028.5638256287
543,2024-01-10,3769174.6751842713
544,2024-01-11,3777860.3234691834
545,2024-01-12,3873466.8632641053
546,2024-01-15,3918002.7255230164
547,2024-01-16,3915247.5019054627
548,2024-01-17,3913547.355833075
549,2024-01-18,3920660.4111919617
550,2024-01-19,3991574.664060614
551,2024-01-23,3914553.440107367
552,2024-01-24,3989868.849256537
553,2024-01-25,3882539.880430243
554,2024-01-29,3947056.735090277
555,2024-01-30,3908509.8738842225
556,2024-01-31,3904376.867704413
557,2024-02-01,3851930.593091986
558,2024-02-02,3892679.8879070496
559,2024-02-05,3863435.6414470887
560,2024-02-06,3901908.431867621
561,2024-02-07,3865206.05750849
562,2024-02-08,3841401.484952948
563,2024-02-09,3848085.6032695984
564,2024-02-12,3843869.7779522156
565,2024-02-13,3844136.3289013123
566,2024-02-14,3808107.394590399
567,2024-02-15,3822301.9769726014
568,2024-02-16,3844427.1784191346
569,2024-02-19,3861613.0088482117
570,2024-02-20,3875369.8604412293
571,2024-02-21,3825115.8903026795
572,2024-02-22,3884530.455869696
573,2024-02-23,3890024.507246039
574,2024-02-26,3848049.39495661
575,2024-02-27,3856201.7880230164
576,2024-02-28,3794831.059095404
577,2024-02-29,3813572.246229193
578,2024-03-01,3876906.8431530213
579,2024-03-04,3885596.448072455
580,2024-03-05,3873618.7336254334
581,2024-03-06,3887200.0194072938
582,2024-03-07,3895531.7821636414
583,2024-03-11,3886413.7865886902
584,2024-03-12,3880865.194883368
585,2024-03-13,3794314.170576117
586,2024-03-14,3836619.4758892274
587,2024-03-15,3817334.5225506043
588,2024-03-18,3797821.1508465027
589,2024-03-19,3755010.8269939637
590,2024-03-20,3774746.4627666688
591,2024-03-21,3824799.2471599793
592,2024-03-22,3833238.8411693787
593,2024-03-26,3826725.4067821717
594,2024-03-27,3848503.5786724305
595,2024-03-28,3872292.4025860047
596,2024-04-01,3865109.687345526
597,2024-04-02,3860085.7265453553
598,2024-04-03,3866113.2888317322
599,2024-04-04,3911388.485960028
600,2024-04-05,3877024.650449774
601,2024-04-08,3891431.383176825
602,2024-04-09,3855799.5538768983
603,2024-04-10,3886236.769331
604,2024-04-12,3815920.1692333436
605,2024-04-15,3773037.320173285
606,2024-04-16,3748011.6148510193
607,2024-04-18,3694421.6079540467
608,2024-04-19,3712875.468763373
609,2024-04-22,3763147.068647406
610,2024-04-23,3751374.3641185975
611,2024-04-24,3733966.1071148133
612,2024-04-25,3742591.8544903016
613,2024-04-26,3856012.3800335145
614,2024-04-29,3875310.159956
615,2024-04-30,3832274.3544140076
616,2024-05-02,3831811.0453167176
617,2024-05-03,3775895.4845409608
618,2024-05-06,3714458.0220928406
619,2024-05-07,3739014.7144603943
620,2024-05-08,3737827.930631659
621,2024-05-09,3671545.918989203
622,2024-05-10,3682412.2148266053
623,2024-05-13,3681585.528791449
624,2024-05-14,3731729.4421673035
625,2024-05-15,3730678.6465893006
626,2024-05-16,3791865.6170788025
627,2024-05-17,3806766.6837597108
628,2024-05-21,3848362.333997748
629,2024-05-22,3865632.4265423035
630,2024-05-23,3924049.260557196
631,2024-05-24,3898134.181074164
632,2024-05-27,3898141.8166027283
633,2024-05-28,3875050.3633251404
634,2024-05-29,3832259.416730902
635,2024-05-30,3745127.3914470887
636,2024-05-31,3732012.009916327
637,2024-06-03,3819749.8453655457
638,2024-06-04,3661454.569456122
639,2024-06-05,3743873.628049872
640,2024-06-06,3825755.4358043885
641,2024-06-07,3952554.3319225525
642,2024-06-10,3900941.8344402527
643,2024-06-11,3910822.7650280213
644,2024-06-12,3937251.7119274354
645,2024-06-13,3992079.800336859
646,2024-06-14,3992053.3851757264
647,2024-06-18,4007529.751096747
648,2024-06-19,3962552.337186835
649,2024-06-20,3981854.04868891
650,2024-06-21,3953901.0077038025
651,2024-06-24,3970244.2012005066
652,2024-06-25,4002779.2988720154
653,2024-06-26,3985835.1648235535
654,2024-06-27,4018771.658338568
655,2024-06-28,4034932.584058783
656,2024-07-01,4093121.507078192
657,2024-07-02,4093092.373777411
658,2024-07-03,4090478.8168773865
659,2024-07-04,4057346.3395061707
660,2024-07-05,4054826.821180365
661,2024-07-08,4037344.096921942
662,2024-07-09,4060230.5665111756
663,2024-07-10,4046545.2979107117
664,2024-07-11,4059919.266843817
665,2024-07-12,4104978.7252330994
666,2024-07-15,4102816.6511516785
667,2024-07-16,4121165.768537543
668,2024-07-18,4169334.741895697
669,2024-07-19,4069848.629987738
670,2024-07-22,4067878.3451671815
671,2024-07-23,4109699.463529608
672,2024-07-24,4168873.10085871
673,2024-07-25,4163281.187208197
674,2024-07-26,4211446.5571880555
675,2024-07-29,4189906.8540020203
676,2024-07-30,4214682.281446478
677,2024-07-31,4242273.686201117
678,2024-08-01,4232957.446836493
679,2024-08-02,4149623.1411724305
680,2024-08-05,4018198.250669501
681,2024-08-06,4051417.335279486
682,2024-08-07,4059247.3366832947
683,2024-08-08,4027108.2117748475
684,2024-08-09,4098451.2733898377
685,2024-08-12,4098566.8923168397
686,2024-08-13,4093632.66789057
687,2024-08-14,4120382.902723334
688,2024-08-16,4227737.729291937
689,2024-08-19,4251975.469022772
690,2024-08-20,4303109.935926459
691,2024-08-21,4305415.266492865
692,2024-08-22,4321334.734449408
693,2024-08-23,4298075.201200507
694,2024-08-26,4381391.841321967
695,2024-08-27,4343389.570386908
696,2024-08-28,4347537.177045844
697,2024-08-29,4367724.073377631
698,2024-08-30,4360668.462186835
699,2024-09-02,4378456.635618231
700,2024-09-03,4379481.8180370545
701,2024-09-04,4368449.509656928
702,2024-09-05,4386478.466932318
703,2024-09-06,4347177.867933295
704,2024-09-09,4281587.236372015
705,2024-09-10,4333775.476087592
706,2024-09-11,4302524.864484808
707,2024-09-12,4394907.467435858
708,2024-09-13,4406102.530012152
709,2024-09-16,4399287.523847601
710,2024-09-17,4410815.025739691
711,2024-09-18,4340053.550626776
712,2024-09-19,4342421.600461981
713,2024-09-20,4401151.252378485
714,2024-09-23,4391362.848783514
715,2024-09-24,4432700.299131415
716,2024-09-25,4373386.0672435975
717,2024-09-26,4396563.528913519
718,2024-09-27,4416100.265775702
719,2024-09-30,4368613.261701605
720,2024-10-01,4414375.541944525
721,2024-10-03,4325220.704496405
722,2024-10-04,4331290.758695624
723,2024-10-07,4291600.28596308
724,2024-10-08,4302757.293867133
725,2024-10-09,4324878.791303656
726,2024-10-10,4251143.037138007
727,2024-10-11,4306608.7038860535
728,2024-10-14,4375701.995756171
729,2024-10-15,4344182.230176947
730,2024-10-16,4315118.386335394
731,2024-10-17,4351212.484907172
732,2024-10-18,4332597.537916205
733,2024-10-21,4333050.178648016
734,2024-10-22,4294767.996595404
735,2024-10-23,4320329.38450434
736,2024-10-24,4325394.988721869
737,2024-10-25,4259336.539457343
738,2024-10-28,4264760.904218695
739,2024-10-29,4268156.359769843
740,2024-10-30,4262821.493787787
741,2024-10-31,4173581.3164501404
742,2024-11-04,4177663.183607123
743,2024-11-05,4181937.152555487
744,2024-11-06,4272202.858350775
745,2024-11-07,4177510.110960028
746,2024-11-08,4220035.528486273
747,2024-11-11,4250416.837736151
748,2024-11-12,4213986.19422724
749,2024-11-13,4181193.3416271424
750,2024-11-14,4200347.458997748
751,2024-11-18,4166458.736417792
752,2024-11-19,4205483.8716411805
753,2024-11-21,4154877.316846869
754,2024-11-22,4271996.242979071
755,2024-11-25,4291746.427854559
756,2024-11-26,4303171.961469672
757,2024-11-27,4320586.1000805115
758,2024-11-28,4241054.37983515
759,2024-11-29,4257194.778455756
760,2024-12-02,4320196.50584223
761,2024-12-03,4347300.027357123
762,2024-12-04,4360241.1852245545
763,2024-12-05,4424895.718778632
764,2024-12-06,4436162.256010077
765,2024-12-09,4427397.257291815
766,2024-12-10,4403228.424970648
767,2024-12-11,4400368.897871039
768,2024-12-12,4418673.638959906
769,2024-12-13,4452813.128416083
770,2024-12-16,4400332.029600165
771,2024-12-17,4366326.285490057
772,2024-12-18,4365610.187864325
773,2024-12-19,4310761.317548773
774,2024-12-20,4201167.9397106385
775,2024-12-23,4254397.289976141
776,2024-12-24,4236270.167631171
777,2024-12-26,4217849.251874945
778,2024-12-27,4225821.024518988
779,2024-12-30,4254320.8545665955
780,2024-12-31,4209630.627225897
781,2025-01-01,4217834.097318671
782,2025-01-02,4296318.888303778
783,2025-01-03,4256262.22900202
784,2025-01-06,4225882.8495769715
785,2025-01-07,4222903.547437689
786,2025-01-08,4205437.752515814
787,2025-01-09,4179604.4253673768
788,2025-01-10,4229686.419828436
789,2025-01-13,4146358.706159613
790,2025-01-14,4119231.5847225403
791,2025-01-15,4160989.9806347108
792,2025-01-16,4184122.53407099
793,2025-01-17,4171695.473310492
794,2025-01-20,4209726.041364691
795,2025-01-21,4142345.8348217225
796,2025-01-22,4194216.534162543
