,a2c,ddpg,td3,ppo,sac,mvo
2021-02-10,2011585.9934105398,2049815.6542215885,2158164.0215096893,2075736.8521671167,2118270.049432078,2029211.1146334473
2021-02-11,2024462.5872444632,2056945.4898844303,2170330.4240365447,2089483.472105967,2126194.648080149,2028908.7111513014
2021-02-12,2018997.0814346792,2041974.5902567448,2156972.0024285736,2075077.7281747994,2116185.879208842,2014687.2385441798
2021-02-15,2009617.8136543753,2050284.4792948307,2142836.267252487,2082267.6192268014,2091302.8170330909,2008317.2958466255
2021-02-16,2022138.7967552664,2054367.081925446,2135499.5017495574,2079422.7560963158,2079292.7541363623,2000020.9377507004
2021-02-17,2015792.221128893,2027780.205765778,2127048.1450677337,2067041.0525481515,2061079.5642674353,1972806.449762324
2021-02-18,2037908.7268471243,2019991.3971415104,2121377.256479782,2054218.1433649317,2053019.9197552588,1959100.1146725425
2021-02-19,2014447.1686234,1993651.3537760319,2105340.4879632415,2025383.0759530358,2057904.432202616,1957480.7155244732
2021-02-22,1953694.2357773306,1942796.2988443912,2064255.1386437838,1982929.1194072461,1988471.1004841712,1927827.7119399565
2021-02-23,1963198.3143105032,1941239.201066071,2069829.7714944307,1976625.070254769,2005129.2866070655,1926519.083205947
2021-02-24,1994188.9209007742,1959319.30125528,2071795.1781411592,2000987.9647407727,1995642.603272715,1946072.5495266763
2021-02-25,2003082.5918640615,1959598.676468903,2086110.6802087252,2013275.0521934705,2030049.49944047,1949490.0205964167
2021-02-26,1935715.5767197134,1916878.1512003483,2023559.3656487886,1950258.7125945555,1968890.5617039588,1899850.3594314312
2021-03-01,1969097.4835724356,1946272.404191071,2042420.0723748629,1969826.6934060426,1989362.6677983191,1934507.0066590207
2021-03-02,2010793.4929146292,1984380.880600983,2095969.1552834932,2008310.3072333017,2035151.6975415137,1964933.3392934178
2021-03-03,2040026.4580711843,1995864.2683878483,2114291.9863534393,2027189.6528796717,2080130.731194773,1987979.0276086451
2021-03-04,2020951.244478655,1984358.0619364323,2101258.1572061004,2006982.4016272607,2070803.75618104,1980458.9286630554
2021-03-05,2008702.7814087393,1988947.1900187077,2079159.4515099947,1994222.0456647172,2043592.122700968,1964489.739649606
2021-03-08,2018367.1205048086,1994590.061875397,2071548.1095757906,2003163.1846681961,2046360.0533421424,1960817.4839984698
2021-03-09,2035095.9735054495,2002825.0470438541,2086202.449503464,2006875.6378197179,2064146.988831797,1976178.4166663666
2021-03-10,2061991.314566088,2014274.6166544498,2114113.4628625335,2024388.1252446484,2079532.7653096106,1990997.6945709686
2021-03-12,2050297.5096611502,1988040.1280375065,2085520.210199875,1998215.0511795164,2065195.4692471412,1982409.4262998956
2021-03-15,2071217.5945457937,1986243.2324686588,2083549.4945016329,1974628.893884293,2063399.5574582007,1975556.416613012
2021-03-16,2071764.5839676382,1992210.4156046452,2097806.765505356,1969786.8577241865,2084761.3550312903,1986427.479939277
2021-03-17,2046092.259890032,1965422.539597565,2074868.522120041,1939785.39498585,2073258.103951731,1963085.6998444486
2021-03-18,2017835.7146820547,1954061.137620026,2062697.7447076265,1926772.522965403,2023651.545636454,1929502.6553835035
2021-03-19,2020623.6661629202,1968808.2862406315,2084845.1114297335,1939952.1426554667,2042712.339021006,1961528.7853303014
2021-03-22,2048263.579584551,1973056.8140421452,2116282.242655319,1940994.1760294938,2082289.550233164,1983645.418773513
2021-03-23,2062290.941706133,1989143.3998270573,2117488.0714974822,1957997.8449718766,2091172.246163645,2003968.6273933232
2021-03-24,2022364.6215424063,1958960.5777750553,2084934.2734551851,1925617.6889626528,2070236.7288334754,1987784.6968483909
2021-03-25,1976565.8264297964,1907508.2943277897,2034790.5000176851,1889115.3237477213,2033703.6890232947,1949339.6538038175
2021-03-26,2022407.470789385,1933015.3308878483,2073405.074640793,1915845.2286937737,2040663.3206570533,1982118.797849975
2021-03-30,2070490.1039909841,1971376.0871439518,2127582.0296884,1956815.273487658,2097991.462319651,2047267.4877869247
2021-03-31,2043462.3034996511,1969651.1027994694,2133301.384668869,1947350.301785273,2102204.0477816947,2044392.541239259
2021-04-01,2061579.8260139944,1984224.1848307194,2146252.315592331,1969545.709147906,2106091.6845500893,2048743.8513986894
2021-04-05,2055588.829119158,1955321.902085358,2135751.5641122283,1940720.480333754,2138964.4593266053,2044890.070824596
2021-04-06,2051633.1043266775,1956297.7148600162,2147687.1550240936,1945869.7268604035,2151829.835659773,2059470.10200415
2021-04-07,2060761.87143178,1976402.995255524,2163709.3127999725,1967501.9038335748,2162836.415600569,2062009.195695746
2021-04-08,2107513.282457781,1987309.386673981,2177801.448893112,1968276.038967917,2188030.97581938,2077591.6085766295
2021-04-09,2134283.5010857107,1997403.3950357975,2195135.3197274627,1965002.4638686508,2190336.5746950363,2098776.5566980196
2021-04-12,2066189.575891924,1931919.7728739323,2139655.1793313446,1906473.038904307,2140957.483607695,2053439.9586994993
2021-04-13,2046731.299898577,1963725.3694010319,2118997.9544320526,1926226.79228134,2071481.703036711,2035241.9530937816
2021-04-15,2044482.4769844534,1951596.112809235,2137470.546717209,1930103.6842895455,2125918.781527922,2061783.1830494872
2021-04-16,2067906.1148018362,1960665.1236734928,2146006.610941452,1940113.2864745737,2120004.697520659,2072892.869548467
2021-04-19,2035506.6023582937,1929884.327805573,2111702.101252121,1900326.6513237748,2102547.831364058,2049785.9552945686
2021-04-20,2021754.9571785452,1939973.736435944,2104880.9543557586,1908408.012561217,2096301.6527828202,2032777.5470939295
2021-04-22,1997652.3399528982,1932575.9179544987,2100653.1305947723,1920149.672272326,2089111.9204067215,2020996.1415860523
2021-04-23,1970520.8275856497,1920270.4076090397,2083653.6660409395,1913633.6879767175,2078547.3139080033,2005809.140320063
2021-04-26,1993841.909006548,1933364.4515238346,2103386.0100503387,1928574.512177874,2080992.74061241,2011182.7710107195
2021-04-27,2021834.1202263357,1942513.0917826237,2127486.8498483123,1957352.448419085,2104827.9697154984,2035745.7905988279
2021-04-28,2034298.5900902273,1952678.9064798893,2148915.440805954,1973179.5093669267,2103660.2303585038,2046027.2644108515
2021-04-29,2036765.2167534353,1952253.7506571354,2141464.944712204,1968710.4673395525,2105932.441509627,2048196.1436470815
2021-04-30,2007156.752039385,1926098.641526276,2108605.936747116,1960888.4246254868,2065765.7516847327,2027085.3643757193
2021-05-03,1994240.520929766,1935416.1159525455,2122108.132151169,1970579.7054139085,2062438.781317301,2029313.6064608982
2021-05-04,1983799.5962242605,1914498.4747477116,2117054.708948654,1949974.279418654,2057184.6879945472,2011940.601542967
2021-05-05,1994027.351358843,1932127.634873444,2128916.4058175506,1966004.0178360124,2084042.0025544837,2031884.7943289469
2021-05-06,2023677.2076363089,1949462.7787638248,2155868.5290780487,1984108.7061089387,2100579.4172731116,2041864.833957688
2021-05-07,2035187.4009117605,1958042.6301127018,2158727.0658517303,1980634.847098578,2113835.135504313,2049360.3179169302
2021-05-10,2059193.9462379934,1978194.8243570866,2173911.6272683563,2000967.437663016,2124714.7484651282,2070616.901302158
2021-05-11,2036631.1691612722,1964017.7565775455,2160183.29468779,1990921.6762121187,2112855.0262056068,2049471.0482678362
2021-05-12,2018338.8497108938,1959233.6893168034,2135746.3856606903,1982572.4358828797,2090964.7003389075,2032126.7870141189
2021-05-14,2006333.1652626516,1957171.521378571,2125821.0332131805,1981546.117534964,2070027.2794709876,2026940.0067730346
2021-05-17,2016437.3798775198,1960738.6113749088,2141727.021082443,1988263.5816536432,2085634.5214296058,2049254.078081822
2021-05-18,2060940.2282890799,1987761.8387613834,2181189.8658852996,2021127.8252498652,2101678.076162882,2073109.0135911098
2021-05-19,2058907.160356951,1982861.931016022,2178541.633783859,2019858.8387727228,2097677.0976319984,2063300.0495596954
2021-05-20,2049986.9409431936,1975363.4367533268,2161206.8980813446,2007829.1148866296,2082687.405020304,2055241.8854030825
2021-05-21,2066185.1131767752,1998337.4623575748,2184313.0639596405,2037124.9008193535,2097305.810400553,2079176.9816712455
2021-05-24,2064475.4208702566,2002614.2640848698,2183885.1114755096,2045821.7223273797,2095677.8625245765,2077777.9067899534
2021-05-25,2083295.8985085012,2016145.7947245182,2199471.749170822,2046292.966206469,2118626.2706361488,2090047.2935453295
2021-05-26,2104628.152506304,2038885.060227448,2215521.954172653,2059276.9725998712,2144237.3881898597,2099996.0219821082
2021-05-27,2121933.1723579885,2038524.0352945866,2231432.9226022186,2069626.8290694451,2158211.541586466,2098707.0003724005
2021-05-28,2136348.1775764944,2037811.2013407291,2219185.2978311004,2075472.336682879,2154619.6484895423,2095565.5546028658
2021-05-31,2148036.3250450613,2062640.679429108,2226932.1852059783,2092870.465632174,2173718.0775819495,2115819.8271174827
2021-06-01,2162830.8212608816,2064912.4476175846,2237733.499903244,2101251.8614117,2170711.0097261146,2123066.317553283
2021-06-02,2158840.5865196707,2072248.8227701725,2239638.7238107147,2105000.272602442,2163547.4285035804,2121068.167436178
2021-06-03,2191008.8030266287,2096002.0638895573,2241544.6487985076,2119736.7141307625,2170338.8036409095,2147985.3253816157
2021-06-04,2200035.200991106,2090691.307114655,2234902.248148483,2118517.720852259,2169376.633307047,2144546.351645293
2021-06-07,2219190.4432014944,2104364.720200592,2247874.225290817,2129592.4764140877,2194737.2815767005,2146980.1749965283
2021-06-08,2248262.8926338675,2118426.5525065004,2263985.98571257,2135360.478603724,2205314.077032633,2161348.6812211517
2021-06-09,2234960.933252764,2103115.6697550355,2252677.0677743377,2118585.4448818,2197424.8660493568,2163468.147798622
2021-06-10,2253695.857645464,2110213.7780619203,2259840.5777078094,2124350.589817408,2210835.3546663,2180341.287527028
2021-06-11,2262959.0752586843,2111532.5921488344,2274136.929224533,2123144.5096324715,2249961.7323976234,2186294.3647330846
2021-06-14,2259592.369150591,2114593.378922516,2276103.235071701,2128441.07857931,2258647.777578898,2189395.6385906236
2021-06-15,2256398.2966179373,2116974.1285868227,2276953.3944802703,2127800.035396937,2252745.4322725013,2186824.0769769405
2021-06-16,2241058.09837575,2106960.440323883,2274900.412073654,2115595.2825816902,2252201.1984163,2181929.291626697
2021-06-17,2241733.7890266897,2091355.3675394596,2276014.0304818572,2102868.007229212,2271778.7665162757,2180083.2926406763
2021-06-18,2240860.4815926077,2093612.6053934635,2295228.7076974334,2104428.768322352,2261557.4252381995,2183683.3861718858
2021-06-21,2244185.499277544,2093581.5063639225,2298054.7944436492,2107662.47726858,2250389.4285798743,2201033.9974428914
2021-06-22,2243997.664942217,2130855.6615152895,2304580.222406906,2128098.9959071907,2266714.5415559486,2205635.0671427175
2021-06-23,2242589.802416277,2142777.336472565,2290134.6728311004,2116170.7308009895,2241143.8558717445,2196227.9332096516
2021-06-24,2262681.254976702,2161550.2571268617,2326251.5633187713,2133304.1834758553,2294862.790213175,2216933.084014508
2021-06-25,2266548.699091387,2173523.159104401,2324716.044092697,2140446.957836512,2297014.8625245765,2209654.0918436274
2021-06-28,2274124.159716082,2166718.937363678,2320281.148829025,2136523.6703838143,2276595.2765870765,2205746.7170078577
2021-06-29,2254387.3173088552,2154817.4770365297,2312184.208002609,2125288.7596324715,2277001.8730226234,2214724.106858153
2021-06-30,2261724.5561317923,2155873.746415192,2311712.3455758514,2130138.811291102,2283839.6951204017,2214423.8157860455
2021-07-01,2251550.4316353323,2160757.986924225,2321085.095377487,2134501.760593775,2280047.183661051,2219494.332029678
2021-07-02,2257001.8481010916,2165707.4390116273,2316857.525141281,2138333.8099254402,2276272.965780802,2225442.488974112
2021-07-05,2247696.7826790335,2174792.4654093324,2324902.6019998016,2153851.477680567,2277996.165808268,2228642.0870354977
2021-07-06,2222844.2557014944,2158744.4724283754,2295085.7479043426,2147682.2087596687,2242458.493338175,2224397.6498568286
2021-07-07,2213798.490435076,2151917.022507721,2301318.6609445037,2152201.4720195564,2249413.584723063,2225692.395918308
2021-07-08,2220024.1749825003,2135970.468827301,2291764.476969284,2140947.030155543,2234775.143866129,2208589.423271074
2021-07-09,2212004.8767189505,2137539.9198465883,2272629.6548867645,2137689.905720118,2210323.2105470374,2207324.6982624955
2021-07-12,2215842.4645332815,2141845.659531647,2262933.8899178924,2132076.984020594,2203425.128622599,2202254.5750430473
2021-07-13,2214636.3411201956,2143867.6291056215,2261543.063272995,2140302.931751612,2201636.8269868568,2201585.715768602
2021-07-14,2240801.5475868704,2141496.6584635316,2270663.664820236,2149345.370098475,2221392.269323893,2201936.5839055697
2021-07-15,2281033.7450279715,2149805.0128641664,2280466.341913742,2167260.4316600594,2222064.9392610267,2214070.1443094504
2021-07-16,2277137.391771746,2149797.3757181703,2273355.385019821,2177839.654446009,2220782.0383668616,2216729.527968594
2021-07-19,2258124.2871040823,2126705.9675760805,2257019.276026291,2159762.493709925,2211775.2624726966,2205525.973503913
2021-07-20,2239289.266024065,2124862.301652008,2260483.6035867156,2147471.0587734017,2217658.9941011146,2195896.655014405
2021-07-22,2327400.035936785,2151895.9873819887,2261433.5283761444,2171781.645801905,2235181.362204142,2203685.643274505
2021-07-23,2335420.615786028,2152385.193802887,2259572.3900704803,2167249.685734156,2234757.34786088,2202307.0206821067
2021-07-26,2327028.8047661306,2145486.407059723,2254310.93631987,2166003.597301844,2224337.8067537025,2211103.876788632
2021-07-27,2331190.5087990286,2141744.9144754945,2252557.739191574,2152953.5808528694,2204796.3057466224,2185240.9012115663
2021-07-28,2331315.2548546316,2133915.7290812074,2255943.7411752166,2158898.4148753914,2208608.08551652,2186764.881280193
2021-07-29,2356943.327532244,2123580.5528727113,2261229.7264962615,2151046.39149251,2213855.384390421,2185645.783393661
2021-07-30,2429770.1195625784,2123301.872635895,2275408.1723123016,2159629.534955645,2196904.121237345,2190549.475163868
2021-08-02,2453154.5285973074,2147598.6802530824,2290661.2290292205,2176039.943219805,2228284.285147257,2212673.2139484216
2021-08-03,2494394.519091082,2188977.337632233,2320280.672632736,2201775.742627764,2265755.346716471,2253382.7242812607
2021-08-04,2471281.9072975637,2175354.8866129457,2314473.3262582244,2198086.3449186655,2262129.219534464,2245775.8340923158
2021-08-05,2512987.619112444,2176495.3739786684,2317697.299585861,2208494.77233034,2273799.622915812,2249082.824920974
2021-08-06,2527424.6965050222,2175232.2245035707,2328876.099436325,2204975.554904799,2278930.437857218,2253330.2621463994
2021-08-09,2545109.5184502127,2179541.021653229,2337208.192316574,2203559.3474992546,2284511.067434855,2259161.1837632805
2021-08-10,2579093.4176048758,2177111.3950052797,2334183.4895272674,2209366.926386244,2290468.2554078773,2264553.7911077784
2021-08-11,2582088.9249825003,2178722.308030182,2331143.946299118,2199989.6692196834,2300218.0663057044,2259590.041231494
2021-08-12,2660731.2635139944,2193132.2101908266,2356119.041727585,2217100.2946123225,2305813.8086915687,2274201.479144701
2021-08-13,2673113.3371529104,2205953.261887604,2392774.1323800506,2250333.7972799707,2366647.4957643226,2301567.5598127376
2021-08-16,2658747.1433739187,2187502.995835358,2383628.320490402,2235508.2618950373,2375603.7064271644,2304809.958986858
2021-08-17,2710580.7218422415,2211921.2334757387,2426668.1394906463,2243546.3236367325,2418695.1393647864,2335750.8263514917
2021-08-18,2709095.670221758,2205243.748368317,2427225.6381783905,2241831.5138673233,2420682.1768403724,2335279.946031776
2021-08-20,2676794.60971303,2205749.7139444887,2425368.678156418,2211234.168554869,2407163.2059236243,2339452.5887055486
2021-08-23,2692024.1051582815,2210229.848191315,2436873.0309548797,2216684.0930424067,2445149.556691557,2362876.430131666
2021-08-24,2751487.775301409,2219174.356217438,2450104.9649148406,2229390.0124993767,2438620.742871672,2366094.48330823
2021-08-25,2744043.8455833914,2205486.635666901,2460848.3326058807,2223533.0331835197,2462960.9369405806,2363628.6712778825
2021-08-26,2725592.8838982107,2194279.6111612855,2462586.669092697,2220124.3780968804,2469490.8014577925,2368657.7606256446
2021-08-27,2733891.6736549856,2204317.700913483,2475487.872370285,2236473.4875418344,2493104.058988005,2384389.114316921
2021-08-30,2736406.8764519216,2238934.344193512,2477916.9933572235,2274371.34299441,2492478.9623083174,2416647.6469831667
2021-08-31,2793154.137827349,2264556.9959269105,2512784.9171700897,2297927.7467416367,2533896.6148504317,2454906.14340787
2021-09-01,2783719.6181969168,2260365.798996979,2499127.387995285,2305744.5173252854,2498619.448430449,2451817.6724082516
2021-09-02,2795662.886766863,2280308.3650675355,2530095.5047707977,2307425.699408427,2564059.171262175,2485265.2081197365
2021-09-03,2824449.9846214773,2295567.283280426,2533844.774439377,2321788.5730268885,2581694.477696806,2494505.173551268
2021-09-06,2851118.324366045,2305652.4708414613,2551237.7394662322,2332335.0973739154,2599063.4403966963,2502604.469462656
2021-09-07,2827293.2682747366,2303509.572648102,2532581.6034341278,2326830.4147258974,2578747.028188139,2495160.1620660657
2021-09-08,2820803.5707954885,2292546.2106180727,2520368.2667947235,2306704.4286431796,2555014.702763945,2494987.9346773396
2021-09-09,2825044.0111793997,2298085.45472818,2526264.389078659,2312092.404676909,2563436.419896513,2493106.5968414703
2021-09-13,2819098.934534502,2301375.7156229555,2535503.3165536346,2313518.9300899035,2584834.401578337,2497679.243677979
2021-09-14,2849898.974214983,2308279.919938141,2552712.2625375213,2329445.0976694627,2603446.9959615767,2508402.5964933177
2021-09-15,2890095.045977068,2330130.1086893617,2583836.7668710174,2358286.376117457,2641071.6963552535,2542898.322025415
2021-09-16,2876056.6148857595,2332808.1602945863,2578776.567453903,2365535.025126929,2620983.4336523116,2535765.9735083045
2021-09-17,2867907.9548286917,2331100.6164408266,2552201.7255654754,2364066.364981299,2576110.02074185,2519122.045457713
2021-09-20,2828598.874567461,2318801.9218607484,2544273.590479416,2351999.1679040017,2565532.230344206,2519096.5236476758
2021-09-21,2870790.9903282644,2315047.4068461,2561057.7588906707,2365151.874712092,2593484.2444128096,2538106.641980352
2021-09-22,2928064.5840248587,2320658.900345856,2574434.8721871795,2361438.1529767597,2597545.3936590254,2530179.9439515267
2021-09-23,2962508.8834328176,2343934.708420807,2594293.5142007293,2404847.4586175676,2612524.8235220015,2550887.961003477
2021-09-24,2950124.6745781424,2349348.4517984926,2588031.641977829,2407118.250045096,2612601.2120794356,2545689.3315074737
2021-09-27,2903811.767863924,2377676.776627594,2576033.3416543426,2390888.6190206017,2594791.6256765425,2514169.554074677
2021-09-28,2856798.62584059,2373611.592698151,2552275.5731301727,2367110.8466439424,2565540.116017729,2501204.9651353643
2021-09-29,2842410.7495175344,2368023.851944977,2550746.6410623016,2361093.7991608186,2571431.137578398,2502047.6914468906
2021-09-30,2824026.6851424123,2356512.3297892152,2534864.288538498,2341735.2125854096,2559690.5784582198,2503074.2271854957
2021-10-01,2811774.9433741933,2336804.6256266176,2525998.249552292,2340655.5325329197,2539894.528859526,2500292.793195069
2021-10-04,2855127.5078697377,2344878.782273346,2541756.9824166717,2376555.78568434,2570021.522031218,2536066.5127839777
2021-10-05,2885154.3167691748,2365346.5396586,2566501.9281259,2402885.849760268,2606816.2290166914,2561020.5180242076
